id_acao;ano_exercicio;cd_acao;nome
45255;1996;2267;GERENCIAMENTO DO PROSAM
45256;2009;1298;ADEQUACAO DO ARQUIVO PUBLICO MINEIRO
45257;2008;1331;IMPLANTACAO DE SISTEMA DE INFORMACOES CULTURAIS E TURISTICAS DOS MUNICIPIOS
45258;2009;1331;IMPLANTACAO DE SISTEMA DE INFORMACOES CULTURAIS E TURISTICAS DOS MUNICIPIOS
45259;2008;1332;IMPLANTAR O CIRCUITO CULTURAL MUSEU DE PERCURSOS DO VALE DO JEQUITINHONHA
45260;2010;1332;DESENVOLVIMENTO DO PROGRAMA MUSEOLOGICO DO MUSEU DE PERCURSOS DO VALE DO JEQUITINHONHA
45261;2010;1333;IMPLANTACAO DO CIRCUITO CULTURAL DA REGIAO DE SALINAS (MUSEU DA CACHACA)
45262;2008;1334;IMPLANTACAO DO MUSEU DE PERCURSO DO ALTO JEQUITINHONHA (TURMALINA / MINAS NOVAS)
45263;2009;1335;IMPLANTACAO DA SEDE DO MUSEU DE PERCURSOS DO BAIXO JEQUITINHONHA, EM JEQUITINHONHA
45264;2008;4640;DIVULGACAO DO CIRCUITO CULTURAL
45265;2010;4641;REALIZACAO DE PROJETOS PROMOCIONAIS E APOIO AO CIRCUITO CULTURAL DA PRACA DA LIBERDADE
45266;2010;1385;ESTRUTURACAO FISICA DO CENTRO DA JUVENTUDE
45267;2005;4308;GERENCIAMENTO DA INFORMACAO CULTURAL
45268;2011;4399;PRODUCAO EDITORIAL
45269;2008;4402;GERENCIAMENTO E DISSEMINACAO DA INFORMACAO CULTURAL
45270;2011;4397;FORMACAO E CAPACITACAO ARTISTICA
45271;2010;4406;FORMACAO DE GESTORES DA AREA DA CULTURA E QUALIFICACAO E APERFEICOAMENTO ARTISTICO-CULTURAL
45272;2011;4406;FORMACAO DE GESTORES DA AREA DA CULTURA E QUALIFICACAO E APERFEICOAMENTO ARTISTICO-CULTURAL
45273;2008;4612;PROMOCAO DE SEMINARIOS
45274;2012;4612;PROMOCAO DE SEMINARIOS TEMATICOS NAS AREAS DE PATRIMONIO CULTURAL E ARTE CONTEMPORANEA
45275;2011;4407;GESTAO DE MECANISMOS DE INCENTIVO A CULTURA
45276;2012;4407;GESTAO DE MECANISMO DE FOMENTO E INCENTIVO A CULTURA
45277;2008;4409;ESTIMULO A PRODUCAO CULTURAL
45278;2012;4416;APOIO A PROJETOS CULTURAIS VIA FUNDO ESTADUAL DE CULTURA
45279;2012;4410;EDICAO E DISTRIBUICAO DO SUPLEMENTO LITERARIO DE MINAS GERAIS
45280;2009;4411;PROMOCAO DE EXPOSICOES DE ACERVOS
45281;2010;4412;PROMOCAO DE ACOES DE INCENTIVO A LEITURA
45282;2010;4417;PRODUCAO, APRESENTACAO E VEICULACAO DOS ESPETACULOS DOS CORPOS ARTISTICOS DA FUNDACAO CLOVIS SALGADO
45283;2011;4616;DIFUSAO DO PATRIMONIO CULTURAL E DA ARTE CONTEMPORANEA
45284;2005;1587;ELABORACAO DO INVENTARIO QUALITATIVO DOS MONUMENTOS DO COMPLEXO DA PRACA DA LIBERDADE
45285;2002;4133;GESTAO DO SISTEMA ESTADUAL DE BIBLIOTECAS PUBLICAS
45286;2002;4174;PROMOCAO ARTISTICO CULTURAL
45287;2006;1107;GESTAO DO ACERVO DA FAOP E DO MEMORIAL PEDRO ALEIXO
45288;2006;4209;PROMOCAO DE EXPOSICOES DE ACERVOS
45289;2006;1159;APOIO A ACOES E PROJETOS CULTURAIS VIA FUNDO ESTADUAL DE CULTURA
45290;2000;4147;CURSOS DE FORMACAO ARTISTICO       CULTURAL
45291;2001;1675;APOIO A PRESERVACAO E RESTAURACAO   DE BENS CULTURAIS
45292;2000;4511;PROTECAO DO ACERVO CULTURAL
45293;2011;2039;MANUTENCAO E PRODUCAO TECNICA
45294;2007;4217;PRODUCAO E TRANSMISSAO DE PROGRAMACAO ARTISTICA, CULTURAL E JORNALISTICA
45295;2007;2016;MANUTENCAO E PRODUCAO TECNICA
45296;2001;2553;CAPACITACAO DE RECURSOS HUMANOS
45297;1995;2360;SERVICOS GERAIS DE HOTELARIA
45298;1995;2266;DESENVOLVIMENTO DE RECURSOS HUMANOS
45299;1995;4055;ASSISTENCIA MEDICO-ODONTOLOGICA A  CRIANCA E AO ADOLESCENTE
45300;1995;4374;ASSISTENCIA COMPLEMENTAR
45301;1998;1103;CONSTRUCAO, AMPLIACAO E REFORMA DE UNIDADES DA SETASCAD
45302;1995;2250;FUNDO PARA A INFANCIA E A ADOLESCENCIA - FIA
45303;1999;4307;INCENTIVO E APOIO A PRESERV.E AUTO-SUSTENTACAO DOS POVOS INDIGENAS
45304;1996;4213;POLITICA DE APOIO E ASSISTENCIA    A PESSOA DEFICIENTE
45305;1998;4274;GESTAO DA POLITICA PUBLICA DE      ASSISTENCIA SOCIAL
45306;1996;1120;APOIO AO PROGRAMA DE MOBILIZACAO DE COMUNIDADES
45307;1995;4198;ASSISTENCIA PREVIDENCIARIA E       SECURITARIA
45308;1995;4303;RESERVA DE BENEFICIOS
45309;1997;4320;SERVICOS ASSISTENCIAIS
45310;1998;2435;PROVENTOS DE INATIVOS MILITARES
45311;1999;2435;PROVENTOS DE INATIVOS MILITARES
45312;1998;4450;COMPLEMENTACAO DE PENSAO
45313;1996;2065;CAPTACAO DE REC.P/O PROG.FORMACAO  DO PATRIM.DO SERVIDOR PUBLICO-PASEP
45314;1997;2065;CAPTACAO DE REC.P/O PROG.FORMACAO  DO PATRIM.DO SERVIDOR PUBLICO-PASEP
45315;2004;1507;APOIO AO DESENVOLVIMENTO MUNICIPAL.
45316;2005;1507;APOIO AO DESENVOLVIMENTO MUNICIPAL.
45317;2010;2025;APOIO LOGISTICO AOS CONSELHOS
45318;2011;2025;APOIO LOGISTICO AOS CONSELHOS
45319;1995;4322;MELHORIA DO SISTEMA DE TRAFEGO
45320;2009;1139;ENGENHARIA E ARQUITETURA PUBLICAS
45321;2004;1647;CONSTRUCAO OU MELHORIA DE UNIDADES HABITACIONAIS  NA ZONA RURAL
45322;2004;7734;PROGRAMACAO A CARGO DA COMPANHIA DE HABITACAO DO ESTADO DE MINAS GERAIS - COHAB
45323;2006;1015;FINANCIAMENTO HABITACIONAL AOS SERVIDORES DA SECRETARIA DA ASSEMBLEIA
45324;2009;1001;PROGRAMA LARES HABITACAO POPULAR
45325;2008;1244;CONSTRUCAO, REFORMAS E MELHORIAS EM UNIDADES HABITACIONAIS EM PARCERIA COM A UNIAO
45326;2009;1382;IMPLANTACAO DO PROGRAMA DE ARRENDAMENTO RESIDENCIAL - PAR
45327;2008;4011;REGULARIZACAO FUNDIARIA E INTERVENCAO ESTRUTURAL EM VILAS E FAVELAS
45328;2008;4507;REGULARIZACAO FUNDIARIA E URBANIZACAO DE FAVELAS
45329;2005;1644;CONSTRUCAO OU MELHORIA DE UNIDADES HABITACIONAIS  E PRODUCAO DE LOTES URBANIZADOS NA ZONA URBANA
45330;2012;4483;CONSTRUCAO, REFORMAS E MELHORIAS EM UNIDADES HABITACIONAIS
45331;2003;1058;PROGRAMA MINAS + HUMANA-PROLAR
45332;2002;1304;PROGRAMA DE HABITACOES POPULARES - PROHAB
45333;2000;4149;URBANIZACAO, CONST. E REFORMA DE   UNIDADES HABITACIONAIS
45334;2000;7432;PROGRAMACAO A CARGO DA COMPANHIA DE HABITACAO DO ESTADO DE MG-COHAB
45335;2011;4172;IMPLANTACAO, AMPLIACAO E MELHORIA DE SISTEMAS DE ESGOTAMENTO SANITARIO EM LOCALIDADES FORA DA AREA D
45336;2011;4200;INSTALACAO DE MODULOS SANITARIOS EM RESIDENCIAS DE FAMILIAS DE BAIXA RENDA
45337;2005;1616;DESENVOLVIMENTO DO SISTEMA ESTADUAL DE INFORMACOES DE SANEAMENTO
45338;2007;1616;DESENVOLVIMENTO E IMPLANTACAO DO SISTEMA ESTADUAL DE INFORMACOES DE SANEAMENTO
45339;2000;1365;APOIO FINANCEIRO PARA IMPLEMENTACAO DE SISTEMAS DE AGUA E ESGOTO
45340;2000;8045;LICENCIAMENTO AMBIENTAL
45341;2011;4385;SUPORTE TECNICO PARA AS ATIVIDADES DE REGULACAO DA PRESTACAO DOS SERVICOS
45342;2008;1309;ESTUDOS E IMPLANTACAO DE SISTEMAS DE ESGOTAMENTO SANITARIO
45343;2009;1309;ESTUDOS E IMPLANTACAO DE SISTEMAS DE ESGOTAMENTO SANITARIO
45344;2001;7151;PROGRAMACAO A CARGO DA COMPANHIA DESANEAMENTO DE MG-COPASA
45345;2000;8040;IMPLANTACAO, AMPLIACAO E MELHORIA  DE SISTEMAS DE ABASTECIMENTO D'AGUA
45346;2001;3022;SANEAMENTO AMBIENTAL BACIA ARRUDAS E ONCA DA RMBH - PROSAM
45347;2006;2804;APOIO A GESTAO AMBIENTAL DESCENTRALIZADA
45348;2012;4040;IMPLANTACAO E GESTAO DO PAGAMENTO POR SERVICOS AMBIENTAIS - BOLSA RECICLAGEM
45349;2007;4656;DESENVOLVIMENTO SUSTENTAVEL DE RECURSOS HIDRICOS PARA O SEMI-ARIDO MINEIRO - PROAGUA
45350;2012;4044;MONITORAMENTO DA QUALIDADE E QUANTIDADE DA AGUA
45351;2002;4073;CONTROLE DAS AGUAS
45352;2009;4200;DESENVOLVIMENTO E FOMENTO A PESQUISA AMBIENTAL - POLO DE EXCELENCIA EM GESTAO AMBIENTAL
45353;2010;1400;MELHORIA DA QUALIDADE E QUANTIDADE DE RECURSOS HIDRICOS
45354;2009;4620;ESTRUTURACAO DOS PARQUES ESTADUAIS E DOS ATRATIVOS NATURAIS
45355;2008;4134;DESENVOLVIMENTO DA GESTAO ADMINISTRATIVA, AMBIENTAL, CONTABIL, FISCAL E DE RH PARA AS EMPRESAS DO AP
45356;2004;4721;CAPACITACAO DE RECURSOS HUMANOS
45357;2005;1222;GEOMINAS - IMPLANTACAO DO SERVIDOR DE BASES GEO - CARTOGRAFICAS
45358;2005;1151;RECUPERACAO DA INFRAESTRUTURA DO CETEC
45359;2007;4062;RECOMPOSICAO E MANUTENCAO DA INFRA-ESTRUTURA DO CETEC
45360;2004;4363;EXCELENCIA NA PESQUISA TECNOLOGICA
45361;2006;4062;RECOMPOSICAO E MANUTENCAO DE INFRA-ESTRUTURA PREDIAL E DE INFORMATICA DO CETEC
45362;2009;4676;ATUALIZACAO DO MAPA GEOPOLITICO OFICIAL E MAPAS REGIONAIS
45363;2004;1558;ATUALIZACAO DO MAPA GEOPOLITICO OFICIAL
45364;2006;1558;ATUALIZACAO DO MAPA GEOPOLITICO OFICIAL
45365;2005;1560;ATUALIZACAO DOS MAPAS OFICIAIS POR REGIOES DE PLANEJAMENTO, MICRO E MESORREGIOES HOMOGENEAS
45366;2007;1560;ATUALIZACAO DOS MAPAS OFICIAIS POR REGIOES DE PLANEJAMENTO, MICRO E MESORREGIOES HOMOGENEAS
45367;2008;4241;CAPACITACAO EM METROLOGIA LEGAL E QUALIDADE
45368;2008;4576;EDUCACAO TECNOLOGICA EM NIVEL DE POS-GRADUACAO
45369;2009;4576;EDUCACAO TECNOLOGICA EM NIVEL DE POS-GRADUACAO
45370;2005;1073;MELHORIA DE PROCESSOS E TECNICAS DO SISTEMA DE GESTAO
45371;2008;1038;APOIO A IMPLANTACAO DE EXTENSAO UNIVERSITARIA PUBLICA
45372;2007;1808;PROJETO PROTEOMA
45373;2001;4519;APOIO A PROJETOS ESPONTANEOS DE    PESQUISAS CIENTIFICA E TECNOLOGICA
45374;2008;1286;AMPLIACAO, ADEQUACAO E REFORMA DE INSTALACOES FISICAS
45375;2011;4477;VERIFICACAO E FISCALIZACAO EM PRODUTOS PRE-MEDIDOS
45376;2012;4486;EXECUCAO DE SERVICOS METROLOGICOS
45377;2008;4488;EXECUCAO DE SERVICOS TECNICOS DE MEDICAO LABORATORIAL
45378;2004;1425;CREDENCIAMENTO DE LABORATORIO DE CALIBRACAO
45379;2007;4414;VERIFICACAO E FISCALIZACAO EM PRODUTOS PRE-MEDIDOS
45380;2005;4419;EXECUCAO DE SERVICOS METROLOGICOS
45381;2006;1019;REFORMA E ADEQUACAO DO LABORATORIO DE CALIBRACAO
45382;2007;1024;REFORMA E ADEQUACAO DO LABORATORIO DE VOLUMETRIA
45383;2003;4444;VERIFICACAO E FISCALIZACAO METROLOGICA E DA QUALIDADE
45384;2000;4064;CARTOGRAFIA BASICA, TEMATICA E     DIGITAL
45385;2001;4652;ESTUDOS E PARECERES DE EVOLUCAO    ADMINISTRATIVA E TERRITORIAL
45386;2001;3044;INFORMATIZACAO DE UNIDADES         OPERACIONAIS
45387;2000;3201;AMPLIACAO DE UNIDADE OPERACIONAL
45388;2009;4423;APOIO A INFRA-ESTRUTURA E A EVENTOS DO AGRONEGOCIO
45389;2004;1394;UNIDADES DO IMA EM AMPLIACAO E REFORMA
45390;2007;1394;UNIDADES DO IMA EM AMPLIACAO E REFORMA
45391;2008;1137;DESENVOLVIMENTO E IMPLANTACAO DO SISTEMA INFORMATIZADO DO IMA
45392;2008;4367;CAPACITACAO DE JOVENS RURAIS
45393;2008;1162;ESTRUTURACAO DA REDE DE LABORATORIOS DO IMA
45394;2009;1162;ESTRUTURACAO DA REDE DE LABORATORIOS DO IMA
45395;2011;4547;FISCALIZACAO DE INSUMOS AGROPECUARIOS
45396;2005;1035;IMPLANTACAO DE LAVOURAS COMUNITARIAS
45397;2005;1139;IMPLANTACAO DE CENTROS MUNICIPAIS DE INTEGRACAO
45398;2009;4037;FORMACAO DE TECNICOS EM LATICINIOS, AGROPECUARIA E COOPERATIVISMO
45399;2004;1569;IRRIGACAO NO BAIXO RIO GRANDE
45400;2004;4810;OPERACAO E MANUTENCAO DO PROJETO JAIBA II
45401;2003;4558;ELABORACAO E IMPLEMENTACAO DE PLANOS, PROGRAMAS E PROJETOS DE IRRIGACAO
45402;2003;1368;IMPLANTACAO DO PROJETO DE IRRIGACAO DO JAIBA II
45403;2009;1145;CERTIFICACAO DO CAFE - IMA
45404;2007;4561;CERTIFICACAO DE PRODUTOS AGROPECUARIOS
45405;2003;4461;ACOES DE INSPECAO E FISCALIZACAO DE PRODUTOS DE ORIGEM ANIMAL
45406;2012;4113;APOIO A INSTALACAO DE FEIRAS LIVRES
45407;2004;4536;BARRACAO DO PRODUTOR
45408;2000;4433;DESENV.DE PROJETOS DE PESQUISA     AGROPECUARIA E AGROINDUSTRIAL
45409;2001;4434;TRANSFERENCIA E DIFUSAO DE         TECNOLOGIA
45410;2000;4435;ACOES DE DESENVOLVIMENTO DE        PROJETOS INTEGRADOS
45411;2000;4458;PROMOCAO, APOIO E DIVULGACAO DE    EVENTOS AGROP.E EDUCACAO SANITARIA
45412;2001;4458;PROMOCAO, APOIO E DIVULGACAO DE    EVENTOS AGROP.E EDUCACAO SANITARIA
45413;2001;4456;PREVENCAO, CONTROLE E MONITORAMENTO DE PRAGAS E DOENCAS
45414;2001;4459;ERRADICACAO E CONT.DA FEBRE AFTOSA E DE OUTRAS DOENCAS DOS ANIMAIS
45415;2000;4558;COORD., ELABORACAO E IMPLEMENTACAO DE PLANOS, PROG,E PROJ.DE IRRIGACAO
45416;2001;4616;CONSTRUCAO DE INFRA-ESTRUTURA DE   APOIO A PRODUCAO ANIMAL
45417;2000;4617;CONTROLE DE INUNDACOES
45418;2001;1193;APOIO FINANCEIRO A IMPLEMENTACAO DO PROG.DE DESENV.REGIONAL DO JAIBA
45419;2011;4243;INTERLIGACAO DAS UNIDADES DESCENTRALIZADAS DO IMA
45420;2000;3082;HORTAS ESCOLARES E COMUNITARIAS    - PRO-HORTA
45421;2001;3203;COLETA E TRATAMENTO DOS RESIDUOS   SOLIDOS
45422;2001;1368;IMPLANTACAO DE PROJETO DE          IRRIGACAO DO JAIBA II
45423;2000;7256;PROGRAMACAO A CARGO DA COMPANHIA DE ARMAZENS E SILOS DE M.G.-CASEMG
45424;2007;1233;GARANTIA DE RENDA MINIMA E SUBVENCAO DO SEGURO RURAL
45425;2000;1605;AQUISICAO DE TERRAS E EXECUCAO     DE INFRA-ESTRUTURA-PARATERRA
45426;2009;4255;REGULARIZACAO FUNDIARIA
45427;2006;1036;IMPLANTACAO DE INFRA-ESTRUTURA EM ASSENTAMENTO DE REFORMA AGRARIA
45428;2005;4054;REGULARIZACAO FUNDIARIA
45429;2003;1612;IMPLANTACAO DO PROGRAMA ESTADUAL DE REFORMA AGRARIA
45430;2000;1052;APOIO FINANC. AO PROG. DE INTEG. E DIVERS.IND. AGROIND.-PRO-INDUSTRIA
45431;2001;1164;APOIO CREDITICIO AO PROG.GERA MINAS-FUNDESE/GERA MINAS
45432;2001;1455;PROGRAMA DE EQUALIZACAO FINANCEIRA
45433;2000;8822;GESTAO DE NEGOCIOS EM SERVICOS
45434;2001;7162;PROGRAMACAO A CARGO DA COMPANHIA   MINERADORA DE MINAS GERAIS-COMIG
45435;2000;3200;REDE DE DISTRIBUICAO DE GAS        NATURAL
45436;2001;3830;MEMORIA DO SETOR MINERAL
45437;2001;4828;MAPEAMENTO GEOLOGICO DO ESTADO DE  MINAS GERAIS
45438;2001;4830;MEMORIA DO SETOR MINERAL
45439;2000;3301;DESENVOLVIMENTO E MANUTENCAO DE    SERVICOS DE INFORMATICA
45440;2005;1043;CONSTRUCAO DE CENTRO  DE CONVENCOES DE JUIZ DE FORA
45441;2008;1115;OPERACIONALIZACAO DE UNIDADES MINAS FACIL IMPLANTADAS
45865;2006;4153;ABRIGAMENTO  PARA MULHERES VITIMAS DE VIOLENCIA
45866;2006;4515;INDENIZACAO AS VITIMAS DE TORTURA
45867;2004;4914;APOIO AS ACOES DO FUNDO ESTADUAL DE PROMOCAO DOS DIREITOS HUMANOS
45868;2006;4955;PROTECAO DE CRIANCAS E ADOLESCENTES AMEACADOS DE MORTE
45869;2005;1131;APOIO AS ACOES DO FUNDO ESTADUAL DE PREVENCAO, FISCALIZACAO E REPRESSAO DE ENTORPECENTES
45870;2002;1298;APOIO A PREVENCAO, FISCALIZACAO E REPRESSAO DE ENTORPECENTES
45871;2007;4352;PROTECAO SOCIAL BASICA - APOIO A ESTRUTURACAO DA REDE COMPLEMENTAR DE SUPORTE SOCIAL AO DEPENDENTE Q
45872;2006;2027;APOIO AS ACOES DO FUNDO ESTADUAL DE PREVENCAO, FISCALIZACAO E REPRESSAO DOS ENTORPECENTES
45873;2006;4258;APOIO AS ENTIDADES FILANTROPICAS DE ATENDIMENTO, ASSISTENCIA E REINSERCAO SOCIAL DOS DEPENDENTES QUI
45874;2011;4695;APOIO AS ACOES DO FUNDO DE DEFESA DOS DIREITOS DIFUSOS
45875;2012;4695;APOIO AS ACOES DO FUNDO DE DEFESA DOS DIREITOS DIFUSOS
45876;2003;4910;PROMOCAO DE CURSOS UNIVERSITARIOS, PESQUISA E EXTENSAO
45877;2002;4522;DESENVOLVMENTO DO ENSINO, DA PESQUISA E DA EXTENSAO
45878;2010;4187;DESENVOLVIMENTO DA EDUCACAO INFANTIL
45879;2009;4029;DESENVOLVIMENTO DA EDUCACAO DE JOVENS E ADULTOS
45880;2012;2095;APOIO ADMINISTRATIVO A EDUCACAO DE JOVENS E ADULTOS
45881;2009;4194;DESENVOLVIMENTO DA EDUCACAO ESPECIAL
45882;2012;4567;DESENVOLVIMENTO DA EDUCACAO ESPECIAL
45883;2001;4517;COOPERACAO ESTADO MUNICIPIO
45884;2001;4634;DESENVOLVIMENTO DO ENSINO          FUNDAMENTAL
45885;2001;1641;CONST. AMPLIACAO E REFORMA DE      PREDIOS ESCOLARES-ENSINO MEDIO
45886;2000;2021;DESENVOLVIMENTO DO ENSINO MEDIO
45887;2001;2643;CARREIRA, CAPACITACAO E FORMACAO   CONTINUADA - ENSINO MEDIO
45888;2000;2649;APOIO ADMINISTRATIVO DO            ENSINO MEDIO
45889;2001;4664;DESENVOLVIMENTO DA EDUCACAO        ESPECIAL
45890;2000;4053;PRESERVACAO DE BENS CULTURAIS
45891;2004;4782;APOIO A PROJETOS DE PESQUISA CIENTIFICA
45892;2010;4250;APOIO A PROJETOS DE PESQUISA CIENTIFICA - PAPQ
45893;2003;4467;DESENVOLVIMENTO E COORDENACAO DE PESQUISA
45894;1999;2039;DIRECAO SUPERIOR DO SISTEMA UNICO  DE SAUDE
45895;1995;2149;APOIO AS ACOES DE SAUDE
45896;1996;2391;SISTEMA INTEGRADO DE INFORMATICA
45897;1995;4234;PESQUISA E PLANEJAMENTO AMBIENTAL
45898;2003;4931;ADMINISTRACAO DOS ESTADIOS MINEIRAO E MINEIRINHO
45899;2010;4311;DESENVOLVIMENTO DO ESPORTE ESCOLAR
45900;2010;4270;PROMOCAO DO DESPORTO DE RENDIMENTO
45901;2008;1215;CRIACAO E CONSOLIDACAO DE POLOS DE DESENVOLVIMENTO DO ESPORTE
45902;2008;4521;PROMOCAO DO MINAS OLIMPICA NOVA GERACAO
45903;2006;4072;CAMPOS DE LUZ
45904;2006;4527;PROMOCAO DO DESPORTO
45905;2006;4552;PINTANDO A LIBERDADE
45906;2007;4459;ACADEMIA NA ESCOLA
45907;2002;1957;OFICINA DE TRABALHO-PINTANDO A LIBERDADE
45908;2002;4499;PROMOCAO DO DESPORTO E LAZER
45909;2002;4905;PROGRAMA DE ESPORTE EDUCACIONAL-TORIBA
45910;2010;1186;MODERNIZACAO DA INFRAESTRUTURA ESPORTIVA - REFORMA DO MINEIRAO
45911;2012;4165;APOIO AO ATLETA E AO PROFISSIONAL DO ESPORTE
45912;2001;4499;PROMOCAO DO DESPORTO E LAZER
45913;2000;7207;GESTAO DA DIVIDA MOBILIARIA EXTERNA
45914;2000;7655;PROGRAMACAO A CARGO DA FUNDACAO DE AMPARO A PESQ.NO EST.DE MG-FAPEMIG
45915;2001;7658;TRANSFERENCIAS AO FUNSET
45916;2004;7886;GESTAO DA DIVIDA CONTRATADA INTERNA
45917;2008;7886;GESTAO DA DIVIDA CONTRATADA INTERNA
45918;2004;7896;GESTAO DA DIVIDA CONTRATADA EXTERNA
45919;2005;7896;GESTAO DA DIVIDA CONTRATADA EXTERNA
45920;2007;7896;GESTAO DA DIVIDA CONTRATADA EXTERNA
45921;2012;7896;GESTAO DA DIVIDA FUNDADA CONTRATUAL EXTERNA
45922;2005;7862;TRANSFERENCIAS AO FUNSET
45923;2010;7844;TRANSFERENCIAS A MUNICIPIOS
45924;2003;7658;TRANSFERENCIAS AO FUNSET
45925;2006;7786;ENCARGOS DA ADMINISTRACAO FINANCEIRA CENTRAL
45926;2007;7798;PARTICIPACAO NO AUMENTO DO CAPITAL DE EMPRESAS FINANCEIRAS E COMERCIAIS
45927;2006;7846;ENCARGOS DECORRENTES DA EXTINCAO DA MINASCAIXA, DECRETO NO 39.835, DE 25/08/98
45928;2012;7009;COMPLEMENTACAO FINANCEIRA DO REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS
45929;2008;7663;CAPTACAO DE RECURSOS PARA FORMACAO DE PASEP
45930;2009;7663;CAPTACAO DE RECURSOS PARA FORMACAO DE PASEP
45931;2009;7786;ENCARGOS DA ADMINISTRACAO FINANCEIRA CENTRAL
45932;2010;7798;PARTICIPACAO NO AUMENTO DO CAPITAL DE EMPRESAS
45933;2003;7167;EXEC.DE DESP.RESULTANTES DE INDENIZACOES ADMIN.E JUDICIAIS
45934;2006;1979;ESTUDOS GEOFISICOS PARA AUMENTO DA EFICIENCIA ENERGETICA
45935;2005;1236;PLANO ESTRATEGICO DA PLATAFORMA LOGISTICA
45936;2005;1238;PROMOCAO DA PLATAFORMA LOGISTICA DE COMERCIO EXTERIOR DA REGIAO METROPOLITANA DE BELO HORIZONTE
45937;2006;4073;ARTICULACAO DE   ATIVIDADES DE PROMOCAO COMERCIAL INTERNACIONAL DE PRODUTOS MINEIROS
45938;2004;1413;PROMOCAO DO FOMENTO AS EXPORTACOES DE ARRANJOS PRODUTIVOS LOCAIS (APL S)
45939;2008;7752;PROGRAMACAO A CARGO DO BANCO DE DESENVOLVIMENTO DE MG - BDMG
45940;2009;1390;ESTRUTURACAO E MELHORIA DA INFRA-ESTRUTURA TURISTICA
45941;2011;4016;POTENCIALIZACAO DO TURISMO DE  NEGOCIOS E EVENTOS EM MINAS GERAIS NOS AMBITOS NACIONAL E INTERNACION
45942;2010;4017;ESTRUTURACAO E PROMOCAO DA ESTRADA REAL
45943;2010;4185;PROMOCAO COMERCIAL DOS DESTINOS TURISTICOS ESTRATEGICOS NO EXTERIOR
45944;2011;4603;INFORMACOES, ESTUDOS E ESTATISTICAS DO TURISMO
45945;2010;4103;APOIO FINANCEIRO AO TURISMO NOS CIRCUITOS TURISTICOS MINEIROS E NA ESTRADA REAL
45946;2008;4104;ESTRUTURACAO E DIVERSIFICACAO DA OFERTA TURISTICA
45947;2009;4104;ESTRUTURACAO E DIVERSIFICACAO DA OFERTA TURISTICA
45948;2010;4105;PROMOCAO E APOIO A COMERCIALIZACAO NO MERCADO NACIONAL
45949;2011;4354;INFRAESTRUTURA RODOVIARIA E SINALIZACAO TURISTICAS - PRODETUR/NE - II
45950;2005;4978;DESENVOLVIMENTO DO TURISMO AMBIENTAL
45951;2007;4434;ESTRUTURACAO DOS PARQUES ESTADUAIS E DOS ATRATIVOS NATURAIS
45952;2007;4441;ESTUDO, IMPLANTACAO E CONSERVACAO DE VIAS DE ACESSO PRODETUR
45953;2007;4079;DESENVOLVIMENTO DO TURISMO
45954;2005;4343;REALIZACAO  DE EVENTOS PARA A PROMOCAO DO TURISMO
45955;2004;1073;IDENTIFICACAO DE LOCALIDADES PARA O FORNECIMENTO DE ENERGIA ELETRICA  NA ESTRADA REAL
45956;2004;2034;CERTIFICACAO DE CIRCUITO TURISTICO
45957;2003;4918;PROMOCAO DO DESENVOLVIMENTO DO TURISMO
45958;2002;1364;APOIO FINANCEIRO AO DESENVOLVIMENTO DO TURISMO
45959;2012;1263;MINAS COMUNICA II
45960;2001;4071;ESTUDOS E PROMOCAO DO COMERCIO E   DOS SERVICOS
45961;2000;4453;PROMOCAO DO TURISMO E DA ATIVIDADE ARTESANAL
45962;2001;4254;REGISTRO DO COMERCIO
45963;2001;1364;APOIO FINANCEIRO AO DESENVOLVIMENTO DO TURISMO
45964;2000;2289;SERVICO DE COMERCIALIZACAO
45965;2010;4500;ESTUDOS E PESQUISAS EM SEGURANCA PUBLICA
45966;2005;4336;ESTUDOS E PESQUISAS NA AREA DE GESTAO PUBLICA
45967;2010;4662;ESTUDOS E PESQUISAS NA AREA DE GESTAO PUBLICA
45968;2007;4730;ESTUDOS ADMINISTRATIVOS E CONSULTORIAS ORGANIZACIONAIS
45969;2005;4754;ESTUDOS, PESQUISAS E CONSULTORIAS MUNICIPAIS
45970;2006;4827;PUBLICACOES DE PESQUISAS HISTORICAS E CULTURAIS
45971;2009;1363;IMPLANTACAO DA RESPONSABILIDADE SOCIAL PARA AS EMPRESAS DA REGIAO
45972;2001;7161;PROGRAMACAO A CARGO DA MINAS GERAIS ADMINISTRACAO E SERVICOS S/A-MGS
46172;2013;4083;REGULACAO DA EXPANSAO URBANA DA REGIAO RETROPOLITANA DO VALE DO ACO
46173;2013;4101;APOIO TECNICO AOS MUNICIPIOS DA REGIAO METROPOLITANA DO VALE DO ACO PARA A ORDENACAO TERRITORIAL
46174;2013;4551;INCORPORACAO E DIFUSAO DE CONHECIMENTOS PARA GESTAO METROPOLITANA
46175;2015;4551;INCORPORACAO E DIFUSAO DE CONHECIMENTOS PARA GESTAO METROPOLITANA
46176;2014;4552;REGULACAO DA EXPANSAO URBANA DA REGIAO METROPOLITANA DE BELO HORIZONTE
46177;2014;4569;DESENVOLVIMENTO E VALORIZACAO DO SERVIDOR
46178;2015;4569;DESENVOLVIMENTO E VALORIZACAO DO SERVIDOR
